순,등록번호,제어번호,서명,저자,출판사,발행지,ISBN,KDC,청구기호,상태,확신도,QA 지적,needs_info,메모
105,EM197556,000007281814,천재 박쥐,요시 요벨 지음 ;조은영 옮김,어크로스,서울,9791167742995,473,473 요44천,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
106,EM197557,000007281815,춤추는 단백질,"샤히르 S. 리즈크,매기 M. 핑크 지음 ;홍지연 옮김",흐름출판,서울,9788965968269,474,474 리77춤,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
107,EM197558,000007281816,친절한 교과 씨 힘과 운동으로 수다 떨다,고재현 글 ;불곰 그림,데이스타,충주,9791168274471,421,421 고73친,ok,high,,,
108,EM197559,000007281817,화성에 도시를 세운다면,"잭 와이너스미스,켈리 와이너스미스 지음 ;지웅배 옮김",알에이치코리아(RHK),서울,9788925569284,530.04,530.04 와68화,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
109,EM197560,000007281818,(좋든 싫든) 성수론,"권혜인,김세훈,김정혜,김유빈,김현수,소정호,양지슬,유선진,이다은,이민수,한지수 지음",책사람집,,9791194140160,300,300 권94좋,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
110,EM197561,000007281819,3~6세 영어가 모국어처럼 스며드는 시간,이설희 지음,서사원,서울,9791168225961,378.9,378.9 이54세,ok,high,,,
111,EM197562,000007281820,AI도 모르는 치매 케어 비법,황이선 지음 ;황이우희 그림,두드림미디어,,9791124026335,338.6,338.6 황68도,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
112,EM197563,000007281821,가장 똑똑한 AI 활용 공부 가이드,홍지연 지음,카시오페아,서울,9791168274686,373.33,373.33 홍78가,ok,high,,,"사서가 제시한 분류 힌트 517(건강증진, 공중보건 및 예방의학)은 책의 내용과 맞지 않아 배제함. / 자관 세목 분포에 517만 제시되었으나 이 책의 주제와 무관하여 무시하고, 자관 내 동일 저자의 선행 도서 분류(373.33)를 참고하여 373.33으로 분류함."
113,EM197564,000007281822,갱선생의 기적의 다이어트,갱선생 지음,모티브,,9791124370636,517.3,517.3 갱54갱,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
114,EM197565,000007281823,결국 부모는 믿어주는 사람,이승철 지음,길벗,서울,9791140719020,590.5,590.5 이57결,ok,high,,,
115,EM197566,000007281824,기질 양육의 뇌과학,"릴리아나 렝구아,마리아 가르스틴 지음 ;박정은 옮김",현대지성,서울,9791139732238,598,598 렝16기,ok,high,,,
116,EM197567,000007281825,난생처음 피부과 상담,성재영 지음,군자출판사(교재),파주,9791170685012,598,598 성73난,ok,high,,,
117,EM197568,000007281826,내 아이의 언어 감각,임동선 지음,웅진지식하우스,파주,9788901300184,590.4,590.4 임25내,ok,high,,,
118,EM197569,000007281827,내일식단의 속세맛 다이어트 치트키,저자 : 김민서(내일식단),책밥,구리,9791193049846,596.9,596.9 김38내,ok,high,,,
119,EM197570,000007281828,몰입이라는 아이의 세계,김소연 지음,페이지2(page2),서울,9791169852074,598.1,598.1 김55몰,ok,high,,,자관 세목 분포에는 598이 없으나 동일 저자의 유사 주제 도서(598.1)가 존재하여 같은 강목을 따름.
120,EM197571,000007281829,몸으로 마음을 다스리는 셀프 리셋,지은이: 오누마 다쓰야 ;옮긴이: 안선주,바디앤마인드,성남,9788957695128,517.52,517.52 오196몸,ok,high,,,
121,EM197572,000007281830,무염·저염 하나로 끝내는 베이스 유아식,지은이: 애플랜,길벗,서울,9791140719068,596.9,596.9 애897무,ok,high,,,
122,EM197573,000007281831,세포를 재생하면 질병은 낫는다,조병식 지음,서울셀렉션,서울,9791189809973,514.1,514.1 조44세,ok,high,,,"사서 힌트 518(약학)은 배제하고 동일 저자의 기존 분류(512, 513) 및 내용(치료법)을 고려하여 514 치료학으로 분류함."
123,EM197574,000007281832,스포츠의학으로 읽는 목과 어깨,이동진 지음,현익출판,서울,9791194793700,512.91,512.91 이25스,ok,high,,,
124,EM197575,000007281833,실리콘밸리에서 배운 아이 자신감 설계법,저자 : 권윤정,심야책방,서울,9791158733650,337.2,337.2 권66실,ok,high,,,
125,EM197576,000007281834,암을 이겨내는 사람들의 비밀,"문용화,김슬기 지음",비타북스,서울,9791158464646,517.32,517.32 문65암,ok,high,,,
126,EM197577,000007281835,어서 오세요 희망약국입니다,임종섭 지음,모과나무,,9791187280675,517.3,517.3 임75어,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
127,EM197578,000007281836,우리 아이 평생 육아 마스터플랜,저자 : 김숙자,지누,,9791187849605,517.3,517.3 김56우,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
128,EM197579,000007281837,우아한 노화,김수연 지음,북스고,서울,9791167601322,517.3,517.3 김56우,ok,high,,,
129,EM197580,000007281838,"유연한 채식, 페스카테리언의 식탁",저자 : 지은경,레시피팩토리,,9791192366708,594.36,594.36 지67유,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,사서 힌트 598(육아)은 내용과 맞지 않아 594(식생활)로 분류함. 동일 저자의 기존 도서(594.5)와 KDC 표준에 따라 594.36으로 분류함.
130,EM197581,000007281839,"이것만 알면 인테리어 공사로 1,000만 원 벌 수 있다",양승환 지음,두드림미디어,,9791124026434,525.8,525.8 양57이,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
131,EM197582,000007281840,일본 현지 슈퍼마켓 대백과,저자 : 스가와라 요시미,클,서울,9791194374862,913.4,913.4 스12일,needs_info,high,,번역서일 가능성이 높으나 역자 정보가 없어 확인 필요,자관 세목 분포에 913.91(일본 각지)이 없어 913.4(일본 각지)를 적용함.
132,EM197583,000007281841,작고 우아한 빛나는 얼굴 만들기 : 안티에이징 편,"지은이: 정한미,김종식,이도영,박효진,권수현,고혜림,김수형,박새미,배정민",진솔컴퍼니,서울,9791199694309,518.35,518.35 정92작,ok,high,,,
133,EM197584,000007281842,제시언니의 갱년기 수업,지은이: 제시언니,힘찬북스(HCbooks),고양,9791190227681,517.3,517.3 제58제,ok,high,,,
134,EM197585,000007281843,중년을 살리는 하루 4분 운동,이상대 지음,북스고,서울,9791167601339,517.3,517.3 이52중,ok,high,,,
135,EM197586,,집밥력,지은이: 홀썸모먼트 ;사진: 한정수,세미콜론,서울,9791124336557,,,error,,,,
136,EM197587,000007281844,청소년 정신 건강에 관한 모든 질문,홍현주 지음,주니어태학,,9791168104419,517.32,517.32 홍94청,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"동일 저자의 기존 소장 도서(740.7)는 영어 교육 관련이나, 본 도서는 청소년 정신건강에 관한 의학 서적으로 주제가 달라 분류를 달리함."
137,EM197588,000007281845,추추의 집밥 클래스,저자 : 추재현,용감한까치,,9791191994513,597.3,597.3 추73추,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
138,EM197589,000007281846,콩팥을 지키려면 음식부터 바꾸셔야겠습니다,류동열 지음,북랩,서울,9791175981812,517.523,517.523 류25콩,ok,high,,,
139,EM197590,000007281847,킬러 푸드,지은이: 배경미,밥북,서울,9791172231644,591.7,591.7 배14킬,ok,high,,,
140,EM197591,000007281848,태교의 과학,저자 : 이승즈;저자 : 박숙희;,나이스에듀,,9791199663657,518,518 이57태,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
141,EM197592,000007281849,그림 속 철학 풍경,김분선 지음,그린비,서울,9791194513773,100,100 김46그,ok,high,,,
142,EM197593,000007281850,그림이 나를 자유롭게 할 거야,이소영 지음,블랙피쉬,서울,9788968335518,650.4,650.4 이56그,ok,high,,,"저자기호 충돌(이55그, 기존 EM0195287 그림 읽는 밤 : 그림과 문장과 삶을) → +1 조정"
143,EM197594,000007281851,더포스 현이쌤의 알짜 수영 레슨,이현이 지음,서사원,서울,9791168226067,694.1,694.1 이94더,ok,high,,,
144,EM197595,000007281852,디자인 트리거,지은이: 윤재영,안그라픽스,파주,9791168231269,650.6,650.6 윤73디,ok,high,,,"사서 제시 힌트 672(종교음악)는 오기로 판단되어 내용 근거에 따라 650(도안, 그래픽디자인)으로 분류함. / 동일 저자의 기존 도서(598.1 육아)와 주제가 달라 분류 강목이 변경됨."
145,EM197596,000007281853,리피디의 펜 한 자루로 끝내는 뻔뻔한 드로잉,리피디 지음,성안당,파주,9788931510133,657.5,657.5 리898리,ok,high,,,
146,EM197597,000007281854,샤머니즘의 모든 것,맥스 카로치 지음 ;서경주 옮김,미술문화,,9791192768434,600.04,600.04 카295샤,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충
147,EM197598,000007281855,실패한 이미지,에른스트 판알펀 지음 ;김남시 옮김,안그라픽스,파주,9791168234055,660,660 판62실,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충
148,EM197599,,옛 그림 속의 우리 나무,박상진 지음,눌와,서울,9791189074920,,,error,,,,
149,EM197600,000007281856,유물멍 : 오래 볼수록 사랑스러운 것들,"기획: 국립중앙박물관,더베이스",더베이스,인천,9791194322276,600.04,600.04 국298유,ok,high,,,
150,EM197601,000007281857,음악가의 일,"손일훈,조하정 지음",앤의서재,,9791194877233,670.6,670.6 손68음,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
151,EM197602,000007281858,음악의 기술,케니 워너 지음 ;명선혜 옮김,현익출판,서울,9791194793656,670.4,670.4 워194음,ok,high,,,"번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 자관 세목 분포는 673(성악) 위주이나, 본 자료는 피아니스트의 연주법과 심리 철학을 다루므로 673을 적용하지 않음. 동일 저자의 전작 '완전한 연주'가 670.4로 분류된 선례에 따라 670.4로 분류함."
152,EM197603,000007281859,일본 문구 대백과,다쓰미출판 편집부 지음 ;김소영 옮김,모두의도감,,9791194793649,681.8,681.8 다57일,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
153,EM197604,000007281860,재즈 레터,김민주 지음,북스톤,파주,9791175230453,673.5304,673.5304 김39재,ok,high,,,"자관 선례(《재즈의 계절》 673.5304)에 따라 재즈 음악으로 분류함. 사서 힌트 678(관악기)은 재즈의 악기 구성을 반영한 것으로 보이나 KDC 세목상 673.5304가 적절함. / 저자기호 충돌(김38재, 기존 EM0181142 재즈의 계절 : 자신의 삶을 사는 사) → +1 조정"
154,EM197605,000007281861,"진짜 예술, 가짜 예술",장 프랑수아 마르텔 지음 ;김기상 옮김,서스테인,,9791193388396,600.1,600.1 마297진,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info). / 번역서인데 041이 없습니다. / 번역서인데 546 언어주기가 없습니다.,번역서로 판단되나 원어를 확인하지 못했습니다(041·546 미생성).,
155,EM197606,,"행성의 순간, 영화의 감각",김소영 지음,현실문화,서울,9788965643210,,,error,,,,
156,EM197607,000007281862,화가들의 미술관,이혜준 지음,클로브,서울,9791199831056,653.2,653.2 이94화,ok,high,,,
157,EM197608,000007281863,로지쌤의 영어 그림책 정공법,저자 : 로지쌤,메이애플,,9791199276710,748,748 로78로,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
158,EM197609,000007281864,세상에서 가장 순수하고 우수한 말,정소운 지음,황소자리(Taurus),,9791191290547,710.7,710.7 정55세,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
159,EM197610,000007281865,요만큼만 알아도 미드가 엄청 재밌어진다!,저자 : Chris Suh,멘토스,,9791124143179,740.7,740.7,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 저자기호가 비어 있습니다. / 260 $a 발행지를 확인하지 못했습니다(needs_info).,저자기호: 저자명 '수'이 한 글자라 둘째 글자가 없습니다. 사서 확인이 필요합니다.,"자관 동일 저자 도서는 747.5를 사용하였으나, 자관 세목 분포표에 747.5가 없고 740.7이 압도적으로 많으므로 자관 세목인 740.7을 부여함."
160,EM197611,000007281866,일본어 여행회화 굿데이,저자: 이원준,반석북스,부천,9788971721360,737,737 이66일,ok,high,,,
161,EM197612,000007281867,자아 만들기,모기룡 지음,미다스북스,서울,9791173559686,740.7,740.7 모18자,ok,high,,,"동일 저자의 이전 도서(181.3, 325.211)는 심리학 및 자기계발 분야이나, 본서는 구체적으로 '영어 학습'을 다루므로 ISBN 부가기호 7(언어)에 따라 740대로 분류함."
162,EM197613,000007281868,자주 쓰는 영어 단어를 파고듭니다,김지연 저,사람in,,9791171012572,743,743 김78자,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"자관 세목 분포에 743(영어 사전)과 743.1만 존재하여, 내용상 어휘(744) 또는 어원·어의(742)에 가깝지만 자관의 분류 경향을 따라 743으로 분류함."
163,EM197614,000007281869,지적 대화를 위한 AI 언어 수업,강수진 지음,어웨이크(AWAKE),서울,9791199624979,004.582,004.582 강56지,ok,high,,,
164,EM197615,000007281870,짧은 문장의 힘,유영만 지음,행성B(행성비),,9791164713189,802.5,802.5 유64짧,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
165,EM197616,000007281871,64,지은이: 요코야마 히데오 ;옮긴이: 최고은,비채,파주,9791173326691,833.6,833.6,qa_failed,high,저자기호가 비어 있습니다.,저자기호: 본표제 '64'에 한글 음절이 없어 작품기호를 정할 수 없습니다.,자관에서 요코야마 히데오의 기존 도서가 모두 833.6으로 분류되어 있어 동일 저자의 선례를 따름.
166,EM197617,000007281872,I,지은이: 미치오 슈스케 ;옮긴이: 이규원,북스피어,고양,9791192313894,833.7,833.7,qa_failed,high,저자기호가 비어 있습니다.,저자기호: 본표제 'I'에 한글 음절이 없어 작품기호를 정할 수 없습니다.,"자관 동일 저자 도서가 833.7로 분류되어 있어 이를 우선 적용함. / 사서 힌트 913은 자관 세목 분포표와 관련이 있어 보이나, 자관 실측 데이터(833.7)와 KDC 6판 표준(일본문학 830번대)에 따라 833.7을 부여함."
167,EM197618,000007281873,가를 두고,지은이: 백가흠,문학과지성사,서울,9788932045306,813.7,813.7 백12가,ok,high,,,
168,EM197619,000007281874,간호사 우즈키의 미련,아키야 린코 지음 ;김지연 옮김,문예춘추사,서울,9788976048189,833.7,833.7 아878간,ok,high,,,
169,EM197620,000007281875,거울은 먼저 웃지 않는다,저자 : 신승철,잉걸북스,서울,9791199019287,813.8,813.8 신57거,ok,high,,,
170,EM197621,000007281876,검은 수선화,저자 : 루머 고든;역자 : 김보람;,잔상,마포구,9791143413697,843,843 고27검,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인).,,자관 세목 분포에서 843이 900건으로 압도적 다수를 차지하여 시대구분(843.6 등)을 생략하고 843으로 분류함. / 동일 저자의 기존 자료(인형의 집)도 843으로 분류되어 있어 일관성을 유지함.
171,EM197622,000007281877,계절의 수첩,고다 아야 지음 ;황국영 옮김,책사람집,,9791194140153,834.6,834.6 고22계,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
172,EM197623,000007281878,고백은 이미 본 장면,지은이: 김동식,요다,양주,9791190749978,813.7,813.7 김25고,ok,high,,,
173,EM197624,000007281879,관계의 그릇,이헌주 지음,위즈덤하우스,서울,9791175910621,180,180 이94관,ok,high,,,
174,EM197625,000007281880,"굿바이, 재버워크",지은이: 이사카 고타로 ;옮긴이: 민경욱,인플루엔셜(주),서울,9791168343955,833.6,833.6 이52굿,ok,high,,,
175,EM197626,000007281881,그녀와 내가 사계절을 맛있게 즐기는 법,니이자카 니이코 지음 ;이수은 옮김,미우(대원씨아이),서울,9791142357800,833.8,833.8 니68그,ok,high,,,
176,EM197627,000007281882,그렉 이건 더 베스트,그렉 이건 지음 ;김상훈 옮김,허블,서울,9791124668122,843,843 이14그,ok,high,,,
177,EM197628,000007281883,그리고 강은 그녀를 끌어내린다,지은이: 윤지현 ;옮긴이: 박지선,휴머니스트,서울,9791170875246,843.7,843.7 윤78그,ok,high,,,"사서 힌트 843 검증 결과, 한국계 미국 작가의 번역 소설로 영미문학(840)으로 분류함이 타당함. 자관 세목 분포에 843.7(1건)이 존재하여 21세기 세목을 적용함."
178,EM197629,000007281884,"그림책, 알수록 사랑하게 된다","서혜진,채송아 지음",나는별,,9791188574827,800,800 서94그,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
179,EM197630,000007281885,"기적처럼, 채은이",지은이: 김윤환,삼인,서울,9788964363003,814,814 김66기,ok,high,,,사서 힌트 813과 달리 책소개와 목차가 실화 기록 에세이임을 명시하므로 814 수필로 분류함.
180,EM197631,000007281886,꿈이다 아니다,김중혁,안온북스,서울,9791192638911,813.7,813.7 김77꿈,ok,high,,,"저자기호 충돌(김76꿈, 기존 EM0171717 꿈을 파는 나날들 : 김주호 소설집) → +1 조정"
181,EM197632,000007281887,나는 노래한다,지은이: 이주혜,다람,서울,9791193646175,813.7,813.7 이76나,ok,high,,,
182,EM197633,000007281888,나를 살리는 음식들,지은이: 선재,나무의마음,파주,9791190457514,814.7,814.7 선73나,ok,high,,,
183,EM197634,000007281889,나만의 스토리가 있는 아이로 키우는 법,저자 : 김보형,스타라잇,서울,9791199980808,818,818 김45나,ok,high,,,
184,EM197635,000007281890,낙하,지은이: 이희영,오리지널스,서울,9791169087292,813.7,813.7 이97낙,ok,high,,,
185,EM197636,000007281891,날갯짓 연습,지은이: 윤슬빛 ;그린이: 한요,창비,파주,9788936431747,813.8,813.8 윤57날,ok,high,,,
186,EM197637,000007281892,남다른 식구,지은이: 조혜린,자음과모음,파주,9788954474863,813.8,813.8 조94남,ok,high,,,
187,EM197638,000007281893,내가 죽이지 않았다,지은이: 정해연,반타,광명,9791175773431,813.7,813.7 정94내,ok,high,,,"저자기호 충돌(정93내, 기존 EM0163994 내가 죽였다 :정해연 장편소설) → +1 조정"
188,EM197639,000007281894,너무 진지하게 여기진 말아요,헤르만헤세 지음 ;배명자 옮김,FIKA(피카),서울,9791193866511,854,854 헤54너,ok,high,,,"번역 정보 original_title를 웹 조사 결과에서 보충 / 제시된 자관 세목 분포는 833(한국소설)에 해당하나, 본 자료는 독일문학(850)이므로 적용하지 않음. 대신 자관의 동일 저자 산문선 분류 경향(854)을 따름."
189,EM197640,000007281895,노천명 산문,저자 : 노천명,리플레이,서울,9791124459089,814.6,814.6 노83노,ok,high,,,
190,EM197641,000007281896,다른 세계의 나에게,"지은이: 연여름,조우리,황모과",다람,서울,9791193646168,813.7,813.7 연64다,ok,high,,,
191,EM197642,000007281897,다섯 평이면 충분해,박지성 지음,달먹는토끼,,9791199642089,814.7,814.7 박78다,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"사서 힌트 813(소설)은 실제 내용(생활 에세이)과 달라 814(수필)로 분류함. / 자관 세목 분포에 814가 없으나, 에세이는 KDC 814로 분류하는 것이 원칙임."
192,EM197643,000007281898,당신은 더 잘 쓰게 된다,글: 이기원,오늘산책,광주,9791193703168,802,802 이18당,ok,high,,,
193,EM197644,000007281899,두근두근 에코 클럽,지은이: 하이은,뜨인돌,서울,9791175990043,813.7,813.7 하68두,needs_info,low,,목차 / 책소개,동일 저자의 앞선 저작(심야의 비밀 수영 클럽)이 813.7로 분류되어 있어 이를 준용함. / 목차와 책소개가 부재하여 내용 및 형식 최종 확인이 필요함.
194,EM197645,000007281900,루미너스,엮은이: 박지선 ;옮긴이: 박산호,황금가지,서울,9791170527527,813.7,813.7 박78루,qa_failed,high,번역서인데 041이 없습니다. / 번역서인데 546 언어주기가 없습니다.,원서 제목 / 원저자 영문명 / 번역서로 판단되나 원어를 확인하지 못했습니다(041·546 미생성).,번역 정보 original_author_native를 웹 조사 결과에서 보충 / 자관 앞 책(모던걸의 명랑 만세)이 813.7로 분류되어 있어 동일 강목 적용 / 재미 한인 작가의 번역서이나 자관 정책에 따라 한국문학으로 분류
195,EM197646,000007281901,루프 안의 너,조강우 지음,북스토리,고양,9791155644362,813.8,813.8 조12루,ok,high,,,
196,EM197647,000007281902,마고가 돈 문제에 대처하는 법,지은이: 루피 소프 ;옮긴이: 보탬,열림원,파주,9791170403937,843.6,843.6 소897마,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
197,EM197648,,마음 귀신,저자 : 임우기,솔출판사,마포,9791160202342,,,error,,,,
198,EM197649,000007281903,만일 그대가 나보다 먼저 간다면,지은이: 허수경,난다,파주,9791124065495,811.6,811.6 허56만,ok,high,,,사서 분류 힌트 813(소설)은 오기로 판단됨. 총서명 '난다시편'과 책소개 내용을 근거로 시(811)로 분류. 자관 내 동일 저자 시집 전례(811.6)를 우선하여 적용함.
199,EM197650,000007281904,말라죽은 앵두나무 아래 잠자는 저 여자,지은이: 김언희,문학과지성사,서울,9788932045597,811.7,811.7 김64말,ok,high,,,"사서 힌트 813(소설)은 이 책의 실제 형태(시집)와 달라 811(시)로 분류함. / 동일 저자의 소설(813.7)과 그림책(813.8 등)이 자관에 있으나, 본 자료는 시집이므로 811로 분류함."
200,EM197651,000007281905,문제늑대가 우리를 갈라놓았다,아기 오프너 지음 ;라미파 옮김,한울림,,9788958271550,823.7,823.7 오897문,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
201,EM197652,000007281906,바다 여인의 선물,지은이: 데니스 존슨 ;옮긴이: 김승욱,다산책방,파주,9791130677286,843,843 존57바,ok,high,,,
202,EM197653,000007281907,바다가 들리는 편의점 4,마치다 소노코 지음 ;황국영 옮김,모모,의왕,9791194930471,833.8,833.8 마86바,ok,high,,,"자관 동일 저자의 이전 권(2권, 3권)이 833.6, 833.7로 분류되어 있으나, KDC 6판 기준 헤이세이 이후 활동 작가이므로 833.8로 분류함."
203,EM197654,000007281908,바다가 들리는 편의점 5,마치다 소노코 지음 ;황국영 옮김,모모,의왕,9791175773240,833.7,833.7 마86바,ok,high,,,같은 분류·같은 저자기호에 동일 표제 소장 있음(EM0188357) — 복본으로 보고 기호 유지
204,EM197655,000007281909,반장으로서의 책임과 의무 7,저자 :  수신지,귤프레스,,9791199972209,813.7,813.7 수58반,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
205,EM197656,000007281910,백의 세계,저자 : 고혜원,다이브,성남,9791124137536,813.7,813.7 고94백,ok,high,,,
206,EM197657,000007281911,부서진 마음들의 마을,도널 라이언 지음 ;정소하 옮김,필름(Feelm),서울,9791124468111,843,843 라68부,ok,high,,,
207,EM197658,000007281912,부피의 계산에 대하여 1,지은이: 솔베이 발레 ;옮긴이: 손화수,은행나무,서울,9791167376589,800.99,800.99 발294부,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
208,EM197659,000007281913,부피의 계산에 대하여 2,지은이: 솔베이 발레 ;옮긴이: 손화수,은행나무,서울,9791167376596,883,883 발294부,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 권번호 2는 본표제에서 제외하고 총서명으로 처리
209,EM197660,000007281914,북쪽의 개,지은이: 엘리자베스 매켄지 ;옮긴이: 김진희,비채,파주,9791173326554,800,800 매874북,qa_failed,high,주제명표목(650/651)도 키워드(653)도 없습니다.,,
210,EM197661,000007281915,비밀구락부,지은이: 이화경,한길사,파주,9788935679287,813.8,813.8 이95비,ok,high,,,
211,EM197662,000007281916,빵집에서는 수수께끼의 향기가 난다,지은이: 쓰치야 우사기 ;옮긴이: 이선희,arte(아르테),서울,9791176610346,833.7,833.7 쓰86빵,ok,high,,,
212,EM197663,000007281917,산곡미풍,지은이: 위화 ;옮긴이: 백도라지,푸른숲,파주,9791172541200,828,828 위95산,ok,high,,,자관 세목 분포(828: 33건)와 사서 힌트(828)에 따라 중국문학 산문 및 수필을 828로 분류함.
213,EM197664,000007281918,살목지,"지은이: 조진연,문화류씨,권현우,김선민",북오션,서울,9788967999551,813.8,813.8 조78살,needs_info,high,,목차 3번 '악수 | 악수'의 저자명이 책임표시의 '권현우'와 상이하여 확인 필요 (악수가 권현우의 필명인지 여부),
214,EM197665,000007281919,"살수, 기화",지은이: 소서림,다이브,성남,9791124137406,813.7,813.7 소54살,ok,high,,,
215,EM197666,000007281920,삼도천 환생 고등학교,지은이: 범유진,다산책방,서울,9791130677576,813.7,813.7 범66삼,ok,high,,,
216,EM197667,000007281921,상처와 결별하기,지은이: 도종환,한길사,파주,9788935679263,814.7,814.7 도75상,ok,high,,,사서 힌트 813(소설)은 내용(산문집)과 불일치하여 814(수필)로 수정 분류함.
217,EM197668,000007281922,생활력,지은이: 박상수,난다,파주,9791124065624,818,818 박52생,ok,high,,,자관 세목 분포에 따라 수필(산문집)을 818로 분류함.
218,EM197669,000007281923,서울의 선인,지은이: 김호연,위즈덤하우스,서울,9791175910942,813.7,813.7 김95서,ok,high,,,
219,EM197670,000007281924,세부 속으로,지은이: 리디아 데이비스 ;옮긴이: 서제인,에트르,,9791199912304,844,844 데68세,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_title를 웹 조사 결과에서 보충
220,EM197671,000007281925,세상에 뭔 놈의 천재들이 이렇게 많은 거야,저자 : 조현경,필름(Feelm),서울,9791124468258,818,818 조94세,ok,high,,,"자관 동일 저자 도서로 813.7(하녀들, 장편소설)과 909(알록달록 무지개 나라)가 있으나, 본서는 작곡가 조현경의 창작 에세이로 장르와 주제가 명확히 달라 818로 분류함."
221,EM197672,000007281926,솔 벨로 1,지은이: 솔 벨로 ;옮긴이: 김현우,현대문학,서울,9791167903709,843.5,843.5 벨295솔,ok,high,,,
