순,등록번호,제어번호,서명,저자,출판사,발행지,ISBN,KDC,청구기호,상태,확신도,QA 지적,needs_info,메모
106,EM197557,000007281821,춤추는 단백질,"샤히르 S. 리즈크,매기 M. 핑크 지음 ;홍지연 옮김",흐름출판,서울,9788965968269,474,474 리77춤,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
107,EM197558,000007281822,친절한 교과 씨 힘과 운동으로 수다 떨다,고재현 글 ;불곰 그림,데이스타,충주,9791168274471,421,421 고73친,ok,high,,,
108,EM197559,000007281823,화성에 도시를 세운다면,"잭 와이너스미스,켈리 와이너스미스 지음 ;지웅배 옮김",알에이치코리아(RHK),서울,9788925569284,440,440 와68화,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
109,EM197560,000007281824,(좋든 싫든) 성수론,"권혜인,김세훈,김정혜,김유빈,김현수,소정호,양지슬,유선진,이다은,이민수,한지수 지음",책사람집,서울,9791194140160,331.47,331.47 권94좋,needs_info,low,,,
110,EM197561,000007281825,3~6세 영어가 모국어처럼 스며드는 시간,이설희 지음,서사원,서울,9791168225961,378.9,378.9 이54삼,ok,high,,,
111,EM197562,000007281826,AI도 모르는 치매 케어 비법,황이선 지음 ;황이우희 그림,두드림미디어,서울,9791124026335,338.6,338.6 황68에,ok,high,,,
112,EM197563,000007281827,가장 똑똑한 AI 활용 공부 가이드,홍지연 지음,카시오페아,서울,9791168274686,373.33,373.33 홍78가,ok,high,,,"앞선 분류 373.33은 자료 주제에 부합하나, 주제명을 본표의 '정보기술 활용교육'이 아닌 '중등교육의 교육방법, 교수법' 등으로 잘못 기재하여 반려됨. 본표에 따라 주제명을 '정보기술 활용교육'으로 바로잡아 동일 번호로 재분류함."
113,EM197564,000007281828,갱선생의 기적의 다이어트,갱선생 지음,모티브,서울,9791124370636,517.52,517.52 갱54갱,ok,high,,,
114,EM197565,000007281829,결국 부모는 믿어주는 사람,이승철 지음,길벗,서울,9791140719020,598.1,598.1 이57결,ok,high,,,"자관 내 동일 저자의 기존 도서(811.609, 410)는 시집·수학 분야로 주제 분야가 달라 분류 참고 자료로 활용하지 않음."
115,EM197566,000007281830,기질 양육의 뇌과학,"릴리아나 렝구아,마리아 가르스틴 지음 ;박정은 옮김",현대지성,서울,9791139732238,378.1,378.1 렝16기,needs_info,low,,원제(original_title) 확인 필요,번역서이나 원제 및 원작 언어 등 상세 번역 정보는 확인되지 않음
116,EM197567,000007281831,난생처음 피부과 상담,성재영 지음,군자출판사(교재),파주,9791170685012,512.54,512.54 성73난,needs_info,low,,,
117,EM197568,000007281832,내 아이의 언어 감각,임동선 지음,웅진지식하우스,파주,9788901300184,598.1,598.1 임25내,needs_info,low,,,
118,EM197569,000007281833,내일식단의 속세맛 다이어트 치트키,저자 : 김민서(내일식단),책밥,구리,9791193049846,594.5,594.5 김38내,ok,high,,,
119,EM197570,000007281834,몰입이라는 아이의 세계,김소연 지음,페이지2(page2),서울,9791169852074,598.1,598.1 김55몰,ok,high,,,"앞선 처리에서 598.1로 분류되었으나 주제명표목 '가정교육'이 본표의 '육아 일반'과 불일치하여 반려됨. 자료의 주제가 자녀양육 및 지도서이므로 598.1이 적절하며, 표목만 '자녀양육'으로 수정하여 적용함."
120,EM197571,000007281835,몸으로 마음을 다스리는 셀프 리셋,지은이: 오누마 다쓰야 ;옮긴이: 안선주,바디앤마인드,성남,9788957695128,185.3,185.3 오196몸,ok,high,,,
121,EM197572,000007281836,무염·저염 하나로 끝내는 베이스 유아식,지은이: 애플랜,길벗,서울,9791140719068,594.5,594.5 애897무,ok,high,,,
122,EM197573,000007281837,세포를 재생하면 질병은 낫는다,조병식 지음,서울셀렉션,서울,9791189809973,512,512 조44세,ok,high,,,"앞선 분류 514.1(외과기초학)은 외과 해부학 및 병리학 등에 해당하여 본 자료의 주제와 맞지 않음. / 본표 발췌에서 512.57 등 하위 세목의 표목을 직접 확인할 수 없어, 지시사항에 따라 상위 요목인 512(임상의학)로 분류함."
123,EM197574,000007281838,스포츠의학으로 읽는 목과 어깨,이동진 지음,현익출판,서울,9791194793700,517.89,517.89 이25스,ok,high,,,"동일 저자 이동진의 기존 자료(채식주의가 병을 부른다 등)는 594(식생활) 등에 분류되었으나, 본 자료는 스포츠의학 및 재활에 관한 전문 서적이므로 주제에 따라 517.89로 분류함."
124,EM197575,000007281839,실리콘밸리에서 배운 아이 자신감 설계법,저자 : 권윤정,심야책방,서울,9791158733650,378.9,378.9 권66실,ok,high,,,
125,EM197576,000007281840,암을 이겨내는 사람들의 비밀,"문용화,김슬기 지음",비타북스,서울,9791158464646,513.9,513.9 문65암,ok,high,,,
126,EM197577,000007281841,어서 오세요 희망약국입니다,임종섭 지음,모과나무,서울,9791187280675,518,518 임75어,ok,high,,,
127,EM197578,000007281842,우리 아이 평생 육아 마스터플랜,저자 : 김숙자,지누,서울,9791187849605,598,598 김56우,ok,high,,,
128,EM197579,000007281843,우아한 노화,김수연 지음,북스고,서울,9791167601322,517.3,517.3 김56우,ok,high,,,"하네스가 517.2 또는 511.4를 권고했으나, 노화 및 웰에이징은 517.3(개인위생)에 분류하는 것이 타당하여 앞선 분류 517.3을 유지함."
129,EM197580,000007281844,"유연한 채식, 페스카테리언의 식탁",저자 : 지은경,레시피팩토리,서울,9791192366708,594.5,594.5 지67유,ok,high,,,
130,EM197581,000007281845,"이것만 알면 인테리어 공사로 1,000만 원 벌 수 있다",양승환 지음,두드림미디어,서울,9791124026434,595.4,595.4 양57이,needs_info,low,,595.4의 세부 표목 확인 필요,
131,EM197582,000007281846,일본 현지 슈퍼마켓 대백과,저자 : 스가와라 요시미,클,서울,9791194374862,981.302,981.302 스12일,needs_info,low,,,"앞선 분류 913.4(규슈)는 일본 특정 지역을 지칭하는 번호로, 일본 전역의 슈퍼마켓을 다루는 본 자료와 맞지 않아 반려됨. / 하네스 권고 981.302와 325.5 중 자관 분포와 자료의 성격(일본 지리·여행 가이드)을 고려하여 981.302로 분류함. 325.5는 슈퍼마켓 경영·운영에 해당하므로 소비자·여행자 대상 안내서인 본 자료와는 성격이 다름. / 동일 저자의 앞 책 『일본 현지 반찬 대백과』는 594.523으로 분류되었으나, 본 책은 요리법이 아닌 슈퍼마켓 자체를 소개하는 내용이므로 분류를 달리함."
132,EM197583,000007281847,작고 우아한 빛나는 얼굴 만들기 : 안티에이징 편,"지은이: 정한미,김종식,이도영,박효진,권수현,고혜림,김수형,박새미,배정민",진솔컴퍼니,서울,9791199694309,593.242,593.242 정92작,ok,high,,,
133,EM197584,000007281848,제시언니의 갱년기 수업,지은이: 제시언니,힘찬북스(HCbooks),고양,9791190227681,517.36,517.36 제58제,needs_info,low,,,
134,EM197585,000007281849,중년을 살리는 하루 4분 운동,이상대 지음,북스고,서울,9791167601339,517.32,517.32 이52중,ok,high,,,
135,EM197586,000007281850,집밥력,지은이: 홀썸모먼트 ;사진: 한정수,세미콜론,서울,9791124336557,594.5,594.5 홀54집,ok,high,,,"앞선 분류 594.5는 분류번호로서 타당하나, 주제명표목 '한국조리법'이 본표 '요리'와 불일치하여 반려됨. 본표에 따라 올바른 표목 '요리'를 적용하여 594.5로 유지함."
136,EM197587,000007281851,청소년 정신 건강에 관한 모든 질문,홍현주 지음,주니어태학,파주,9791168104419,513.8,513.8 홍94청,needs_info,low,,,앞선 분류 517.32(오락과 운동)는 주제와 무관하여 반려됨. 하네스 권고 513.8을 채택하되 본표 발췌에서 세목 표목을 직접 확인하지 못해 confidence를 low로 설정함.
137,EM197588,000007281852,추추의 집밥 클래스,저자 : 추재현,용감한까치,서울,9791191994513,594.51,594.51 추73추,needs_info,low,,,
138,EM197589,000007281853,콩팥을 지키려면 음식부터 바꾸셔야겠습니다,류동열 지음,북랩,서울,9791175981812,517.52,517.52 류25콩,needs_info,low,,,
139,EM197590,000007281854,킬러 푸드,지은이: 배경미,밥북,서울,9791172231644,598,598 배14킬,ok,high,,,
140,EM197591,000007281855,태교의 과학,저자 : 이승즈;저자 : 박숙희;,나이스에듀,인천,9791199663657,598.10212,598.10212 이57태,ok,high,,,
141,EM197592,000007281856,그림 속 철학 풍경,김분선 지음,그린비,서울,9791194513773,166.8,166.8 김46그,ok,high,,,
142,EM197593,000007281857,그림이 나를 자유롭게 할 거야,이소영 지음,블랙피쉬,서울,9788968335518,650.4,650.4 이56그,ok,high,,,"저자기호 충돌(이55그, 기존 EM0195287 그림 읽는 밤 : 그림과 문장과 삶을) → +1 조정"
143,EM197594,000007281858,더포스 현이쌤의 알짜 수영 레슨,이현이 지음,서사원,서울,9791168226067,696,696 이94더,ok,high,,,
144,EM197595,000007281859,디자인 트리거,지은이: 윤재영,안그라픽스,파주,9791168231269,658,658 윤73디,ok,high,,,사서 분류 힌트 672(종교음악)는 본표 확인 결과 본 자료의 주제와 맞지 않아 배제함. 하네스 권고 658(그래픽디자인)을 본표에서 확인하여 채택함. / 자관 내 동일 저자 앞책(598.1 육아는 나의 힘)은 주제가 달라 분류 참고에서 배제함.
145,EM197596,000007281860,리피디의 펜 한 자루로 끝내는 뻔뻔한 드로잉,리피디 지음,성안당,파주,9788931510133,651,651 리898리,ok,high,,,
146,EM197597,000007281861,샤머니즘의 모든 것,맥스 카로치 지음 ;서경주 옮김,미술문화,고양,9791192768434,219,219 카295샤,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충
147,EM197598,000007281862,실패한 이미지,에른스트 판알펀 지음 ;김남시 옮김,안그라픽스,파주,9791168234055,660.1,660.1 판62실,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
148,EM197599,000007281863,옛 그림 속의 우리 나무,박상진 지음,눌와,서울,9791189074920,600.4,600.4 박52옛,ok,high,,,
149,EM197600,000007281864,유물멍 : 오래 볼수록 사랑스러운 것들,"기획: 국립중앙박물관,더베이스",더베이스,인천,9791194322276,069,069 국298유,ok,high,,,
150,EM197601,000007281865,음악가의 일,"손일훈,조하정 지음",앤의서재,서울,9791194877233,670,670 손68음,ok,high,,,
151,EM197602,000007281866,음악의 기술,케니 워너 지음 ;명선혜 옮김,현익출판,서울,9791194793656,676,676 워194음,ok,high,,,"동일 저자의 이전 도서(완전한 연주, 2023)는 670.4로 분류되었으나, 본서는 피아노 연주법과 음악 철학에 특화된 내용이므로 676 건반악기 및 타악기로 분류함. / 하네스 권고(670.1, 672.6)는 본표 발췌에서 세목 표목을 직접 확인할 수 없어 채택하지 않음. 676은 본표에 명시된 건반악기류로 피아노 연주 관련 도서에 적합."
152,EM197603,000007281867,일본 문구 대백과,다쓰미출판 편집부 지음 ;김소영 옮김,모두의도감,서울,9791194793649,589,589 다57일,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
153,EM197604,000007281868,재즈 레터,김민주 지음,북스톤,파주,9791175230453,673.5304,673.5304 김39재,ok,high,,,"자관 선례(《재즈의 계절》 673.5304)에 따라 재즈 음악으로 분류함. 사서 힌트 678(관악기)은 재즈의 악기 구성을 반영한 것으로 보이나 KDC 세목상 673.5304가 적절함. / 저자기호 충돌(김38재, 기존 EM0181142 재즈의 계절 : 자신의 삶을 사는 사) → +1 조정"
154,EM197605,000007281869,"진짜 예술, 가짜 예술",장 프랑수아 마르텔 지음 ;김기상 옮김,서스테인,서울,9791193388396,112.7,112.7 마297진,needs_info,low,,,
155,EM197606,000007281870,"행성의 순간, 영화의 감각",김소영 지음,현실문화,서울,9788965643210,687.15,687.15 김55행,ok,high,,,자관에서 영화 및 미디어 이론서를 687.15로 분류하는 경향이 있어 이에 따름.
156,EM197607,000007281871,화가들의 미술관,이혜준 지음,클로브,서울,9791199831056,653.2,653.2 이94화,ok,high,,,
157,EM197608,000007281872,로지쌤의 영어 그림책 정공법,저자 : 로지쌤,메이애플,서울,9791199276710,747,747 로78로,ok,high,,,
158,EM197609,000007281873,세상에서 가장 순수하고 우수한 말,정소운 지음,황소자리(Taurus),서울,9791191290547,714,714 정55세,ok,high,,,
159,EM197610,000007281874,요만큼만 알아도 미드가 엄청 재밌어진다!,저자 : Chris Suh,멘토스,성남,9791124143179,747,747 크298요,ok,high,,,앞선 분류 740.7은 세목 근거 없음. 하네스 권고 747.5는 본표 발췌에 없어 747로 조정.
160,EM197611,000007281875,일본어 여행회화 굿데이,저자: 이원준,반석북스,부천,9788971721360,737,737 이66일,ok,high,,,
161,EM197612,000007281876,자아 만들기,모기룡 지음,미다스북스,서울,9791173559686,740.7,740.7 모18자,ok,high,,,"저자의 이전 도서(181.3, 325.211)는 권력관계·개인브랜딩 주제이나, 본서는 영어 학습 동기부여를 다루므로 주제 강목이 다름. 영어 학습(740) 강목으로 분류. / 사서가 제시한 힌트 830(일본문학)은 본서 주제(영어 학습)와 무관하여 채택하지 않음."
162,EM197613,000007281877,자주 쓰는 영어 단어를 파고듭니다,김지연 저,사람in,서울,9791171012572,744,744 김78자,ok,high,,,"앞선 분류 743(사전)은 사전 형식의 도서를 의미하며, 본서는 영어 단어의 다양한 의미와 쓰임을 다루는 어휘 학습서이므로 744(어휘)로 분류함."
163,EM197614,000007281878,지적 대화를 위한 AI 언어 수업,강수진 지음,어웨이크(AWAKE),서울,9791199624979,004.73,004.73 강56지,needs_info,low,,,하네스 권고 번호(004.73)가 본표 발췌에 명시되어 있지 않아 표목 검증이 불가능하므로 confidence를 low로 설정함. 자관 분포에서 004.73이 73건으로 압도적 다수를 차지하여 해당 번호로 분류함.
164,EM197615,000007281879,짧은 문장의 힘,유영만 지음,행성B(행성비),서울,9791164713189,802,802 유64짧,ok,high,,,"동일 저자의 기존 도서 '언어를 디자인하라'는 802.5(연설법)로 분류되었으나, 본서는 문장 작법 및 글쓰기 안내서이므로 802(문장작법, 수사학)로 분류함."
165,EM197616,000007281880,64,지은이: 요코야마 히데오 ;옮긴이: 최고은,비채,파주,9791173326691,833.6,833.6 요875육,ok,high,,,"앞선 반려 사유에 포함된 '워커 1945-1989'는 타 자료의 오류가 혼입된 것으로 판단되며, 본 자료는 요코야마 히데오의 현대 일본 소설이므로 833.6(현대)이 정확함."
166,EM197617,000007281881,I,지은이: 미치오 슈스케 ;옮긴이: 이규원,북스피어,고양,9791192313894,833.6,833.6 미86아,ok,high,,,"자관에서 최근작(2022~2023)이 833.7로 분류된 사례가 있으나, 833.7은 강담을 지칭하는 세목이므로 일반 현대 소설인 본서는 833.6으로 분류함이 타당함."
167,EM197618,000007281882,가를 두고,지은이: 백가흠,문학과지성사,서울,9788932045306,813.7,813.7 백12가,ok,high,,,
168,EM197619,000007281883,간호사 우즈키의 미련,아키야 린코 지음 ;김지연 옮김,문예춘추사,서울,9788976048189,833.6,833.6 아878간,ok,high,,,
169,EM197620,000007281884,거울은 먼저 웃지 않는다,저자 : 신승철,잉걸북스,서울,9791199019287,813.7,813.7 신57거,ok,high,,,앞선 분류 813.8(아동문학)은 부가기호 03810(성인 교양) 및 대상 자료실(성인)과 모순되어 813.7(21세기 소설)로 정정함.
170,EM197621,000007281885,검은 수선화,저자 : 루머 고든;역자 : 김보람;,잔상,마포구,9791143413697,843,843 고27검,needs_info,high,,정보 공백 1건 — 실물 확인 필요,자관 세목 분포에서 843이 900건으로 압도적 다수를 차지하여 시대구분(843.6 등)을 생략하고 843으로 분류함. / 동일 저자의 기존 자료(인형의 집)도 843으로 분류되어 있어 일관성을 유지함.
171,EM197622,000007281886,계절의 수첩,고다 아야 지음 ;황국영 옮김,책사람집,서울,9791194140153,834.6,834.6 고22계,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
172,EM197623,000007281887,고백은 이미 본 장면,지은이: 김동식,요다,양주,9791190749978,813.7,813.7 김25고,ok,high,,,
173,EM197624,000007281888,관계의 그릇,이헌주 지음,위즈덤하우스,서울,9791175910621,189.2,189.2 이94관,ok,high,,,
174,EM197625,000007281889,"굿바이, 재버워크",지은이: 이사카 고타로 ;옮긴이: 민경욱,인플루엔셜(주),서울,9791168343955,833.6,833.6 이52굿,ok,high,,,사서 제시 힌트 893은 아프리카 제문학으로 본 자료(일본 문학)와 무관하여 배제함. / 앞선 분류 833.6의 표목 오류(20세기)를 KDC6 본표의 '현대'로 수정하여 적용함.
175,EM197626,000007281890,그녀와 내가 사계절을 맛있게 즐기는 법,니이자카 니이코 지음 ;이수은 옮김,미우(대원씨아이),서울,9791142357800,833.6,833.6 니68그,ok,high,,,
176,EM197627,000007281891,그렉 이건 더 베스트,그렉 이건 지음 ;김상훈 옮김,허블,서울,9791124668122,843,843 이14그,ok,high,,,
177,EM197628,000007281892,그리고 강은 그녀를 끌어내린다,지은이: 윤지현 ;옮긴이: 박지선,휴머니스트,서울,9791170875246,843,843 윤78그,ok,high,,,자관 동일 표기 저자 '윤지현'(813.8 『우리 반 회장의 조건』)은 아동문학 작가로 본 저자와는 동일 인물이 아님. 본 저자는 한국계 미국인 성인 소설 작가이며 원작은 영어로 추정됨.
178,EM197629,000007281893,"그림책, 알수록 사랑하게 된다","서혜진,채송아 지음",나는별,성남,9791188574827,028,028 서94그,ok,high,,,
179,EM197630,000007281894,"기적처럼, 채은이",지은이: 김윤환,삼인,서울,9788964363003,814.7,814.7 김66기,needs_info,low,,,"저자 김윤환의 자관 소장 도서(영어 단어 기억의 비밀, 740)와 주제가 달라 강목이 다름. 앞 책은 영어 학습서이고 이번 책은 희귀질환 딸을 둔 가족의 경험과 성찰을 담은 수필."
180,EM197631,000007281895,꿈이다 아니다,김중혁,안온북스,서울,9791192638911,813.7,813.7 김77꿈,ok,high,,,"저자기호 충돌(김76꿈, 기존 EM0171717 꿈을 파는 나날들 : 김주호 소설집) → +1 조정"
181,EM197632,000007281896,나는 노래한다,지은이: 이주혜,다람,서울,9791193646175,813.7,813.7 이76나,ok,high,,,
182,EM197633,000007281897,나를 살리는 음식들,지은이: 선재,나무의마음,파주,9791190457514,594.51,594.51 선73나,ok,high,,,앞선 분류 814.7은 수필로 보기에 각 부 말미의 레시피 비중이 크고 실용서 성격이 강하여 반려됨. / 자관에서 동일 저자의 사찰음식 도서(선재 스님의 이야기로 버무린 사찰음식)를 594.51로 분류한 전례가 있어 이를 따름.
183,EM197634,000007281898,나만의 스토리가 있는 아이로 키우는 법,저자 : 김보형,스타라잇,서울,9791199980808,378.9,378.9 김45나,ok,high,,,앞선 분류 818(한국문학)은 문학 작품에 해당하여 배제. 하네스 권고 및 자관 세목 분포(378.9 압도적 다수)를 반영하여 자녀교육·대입 안내서를 사회교육(378.9)으로 분류.
184,EM197635,000007281899,낙하,지은이: 이희영,오리지널스,서울,9791169087292,813.7,813.7 이97낙,ok,high,,,
185,EM197636,000007281900,날갯짓 연습,지은이: 윤슬빛 ;그린이: 한요,창비,파주,9788936431747,813.7,813.7 윤57날,ok,high,,,"동일 저자의 앞선 자료 '우리는 매일 안녕 안녕'(2025)은 자관에서 813.8로 분류되었으나, 본표 발췌에서 813.8의 표목은 '동화우화를 포함한다'로 확인됨. 이 자료는 청소년기의 정체성과 진로를 다루는 현실 소설로 동화·우화에 해당하지 않으므로 813.7로 재분류함."
186,EM197637,000007281901,남다른 식구,지은이: 조혜린,자음과모음,파주,9788954474863,813.7,813.7 조94남,ok,high,,,
187,EM197638,000007281902,내가 죽이지 않았다,지은이: 정해연,반타,광명,9791175773431,813.7,813.7 정94내,ok,high,,,"저자기호 충돌(정93내, 기존 EM0163994 내가 죽였다 :정해연 장편소설) → +1 조정"
188,EM197639,000007281903,너무 진지하게 여기진 말아요,헤르만헤세 지음 ;배명자 옮김,FIKA(피카),서울,9791193866511,854,854 헤54너,ok,high,,,"번역 정보 original_title를 웹 조사 결과에서 보충 / 제시된 자관 세목 분포는 833(한국소설)에 해당하나, 본 자료는 독일문학(850)이므로 적용하지 않음. 대신 자관의 동일 저자 산문선 분류 경향(854)을 따름."
189,EM197640,000007281904,노천명 산문,저자 : 노천명,리플레이,서울,9791124459089,814.6,814.6 노83노,ok,high,,,
190,EM197641,000007281905,다른 세계의 나에게,"지은이: 연여름,조우리,황모과",다람,서울,9791193646168,813.7,813.7 연64다,ok,high,,,
191,EM197642,000007281906,다섯 평이면 충분해,박지성 지음,달먹는토끼,서울,9791199642089,814.7,814.7 박78다,ok,high,,,"사서 힌트 813(소설)은 실제 내용(생활 에세이)과 달라 814(수필)로 분류함. / 자관 세목 분포에 814가 없으나, 에세이는 KDC 814로 분류하는 것이 원칙임."
192,EM197643,000007281907,당신은 더 잘 쓰게 된다,글: 이기원,오늘산책,광주,9791193703168,802,802 이18당,ok,high,,,
193,EM197644,000007281908,두근두근 에코 클럽,지은이: 하이은,뜨인돌,서울,9791175990043,813.7,813.7 하68두,needs_info,low,,목차 / 책소개,동일 저자의 앞선 저작(심야의 비밀 수영 클럽)이 813.7로 분류되어 있어 이를 준용함. / 목차와 책소개가 부재하여 내용 및 형식 최종 확인이 필요함.
194,EM197645,000007281909,루미너스,엮은이: 박지선 ;옮긴이: 박산호,황금가지,서울,9791170527527,840,840 박78루,needs_info,low,,원표제 확인 필요 / 책임표시 '엮은이'와 책소개 '작가' 표기 불일치 확인 필요,"번역 정보 original_author_native를 웹 조사 결과에서 보충 / 앞선 분류 813.7(한국소설)은 한국어 원작으로 판단한 것으로 보이나, 책소개에서 영미권 문학상 수상 사실이 확인되어 영어 원작의 번역서로 판단됨. 이에 영미문학(840)로 재분류함. / 하네스 지적에 따라 번역 앤솔러지 여부 확인 결과, 책소개에서 '첫 장편 SF 소설'로 명시되어 단일 번역 소설로 판단됨. 앤솔러지가 아님. / 자관 내 동일 저자 박지선의 기존 자료는 한국어 원작(813.7, 818)과 공저(813.6)로 구성되어 있으나, 본 자료는 영어 원작 번역서로 확인되어 영미문학으로 분류함."
195,EM197646,000007281910,루프 안의 너,조강우 지음,북스토리,고양,9791155644362,813.7,813.7 조12루,ok,high,,,
196,EM197647,000007281911,마고가 돈 문제에 대처하는 법,지은이: 루피 소프 ;옮긴이: 보탬,열림원,파주,9791170403937,843,843 소897마,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
197,EM197648,000007281912,마음 귀신,저자 : 임우기,솔출판사,마포,9791160202342,814,814 임66마,needs_info,high,,정보 공백 1건 — 실물 확인 필요,
198,EM197649,000007281913,만일 그대가 나보다 먼저 간다면,지은이: 허수경,난다,파주,9791124065495,811.6,811.6 허56만,ok,high,,,사서 분류 힌트 813(소설)은 오기로 판단됨. 총서명 '난다시편'과 책소개 내용을 근거로 시(811)로 분류. 자관 내 동일 저자 시집 전례(811.6)를 우선하여 적용함.
199,EM197650,000007281914,말라죽은 앵두나무 아래 잠자는 저 여자,지은이: 김언희,문학과지성사,서울,9788932045597,811.7,811.7 김64말,ok,high,,,"사서 힌트 813(소설)은 이 책의 실제 형태(시집)와 달라 811(시)로 분류함. / 동일 저자의 소설(813.7)과 그림책(813.8 등)이 자관에 있으나, 본 자료는 시집이므로 811로 분류함."
200,EM197651,000007281915,문제늑대가 우리를 갈라놓았다,아기 오프너 지음 ;라미파 옮김,한울림,서울,9788958271550,853,853 오897문,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
201,EM197652,000007281916,바다 여인의 선물,지은이: 데니스 존슨 ;옮긴이: 김승욱,다산책방,파주,9791130677286,843,843 존57바,ok,high,,,
202,EM197653,000007281917,바다가 들리는 편의점 4,마치다 소노코 지음 ;황국영 옮김,모모,의왕,9791194930471,833.6,833.6 마86바,ok,high,,,"동일 시리즈 2권(833.6)과 3권(833.7)의 분류가 상이하나, 본 자료는 2권과 동일한 833.6으로 분류하여 일관성 유지 / 같은 분류·같은 저자기호에 동일 표제 소장 있음(EM0189334) — 복본으로 보고 기호 유지"
203,EM197654,000007281918,바다가 들리는 편의점 5,마치다 소노코 지음 ;황국영 옮김,모모,의왕,9791175773240,833.6,833.6 마86바,ok,high,,,앞선 분류 833.7(강담)은 내용과 불일치. 하네스 권고 833.6(현대)을 본표 및 자관 분포로 검증하여 확정. 총서 vol.2(833.6)와 일관성 유지. / 같은 분류·같은 저자기호에 동일 표제 소장 있음(EM0189334) — 복본으로 보고 기호 유지
204,EM197655,000007281919,반장으로서의 책임과 의무 7,저자 :  수신지,귤프레스,서울,9791199972209,813.7,813.7 수58반,ok,high,,,
205,EM197656,000007281920,백의 세계,저자 : 고혜원,다이브,성남,9791124137536,813.7,813.7 고94백,ok,high,,,
206,EM197657,000007281921,부서진 마음들의 마을,도널 라이언 지음 ;정소하 옮김,필름(Feelm),서울,9791124468111,843,843 라68부,ok,high,,,
207,EM197658,000007281922,부피의 계산에 대하여 1,지은이: 솔베이 발레 ;옮긴이: 손화수,은행나무,서울,9791167376589,859.81,859.81 발294부,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
208,EM197659,000007281923,부피의 계산에 대하여 2,지은이: 솔베이 발레 ;옮긴이: 손화수,은행나무,서울,9791167376596,859.81,859.81 발294부,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
209,EM197660,000007281924,북쪽의 개,지은이: 엘리자베스 매켄지 ;옮긴이: 김진희,비채,파주,9791173326554,843,843 매874북,needs_info,high,,목차 또는 상세 책소개 필요 - 구체적 주제어 및 키워드 추출을 위해 추가 정보 필요,
210,EM197661,000007281925,비밀구락부,지은이: 이화경,한길사,파주,9788935679287,813.7,813.7 이95비,ok,high,,,
211,EM197662,000007281926,빵집에서는 수수께끼의 향기가 난다,지은이: 쓰치야 우사기 ;옮긴이: 이선희,arte(아르테),서울,9791176610346,833.6,833.6 쓰86빵,ok,high,,,
212,EM197663,000007281927,산곡미풍,지은이: 위화 ;옮긴이: 백도라지,푸른숲,파주,9791172541200,824.7,824.7 위95산,ok,high,,,자관 분포 및 동일 저자의 기존 수필집(824.7) 처리 관례에 따라 824.7로 분류. 간략 발췌표에는 시대구분 세목이 생략되었으나 자관 세목 분포(824.7 14건)를 교차검증하여 확정함.
213,EM197664,000007281928,살목지,"지은이: 조진연,문화류씨,권현우,김선민",북오션,서울,9788967999551,813.7,813.7 조78살,ok,high,,,"목차 3번 작품의 저자명이 '악수'로 표기되어 있으나, 책임표시 및 책소개상의 저자명은 '권현우'임. 필명 사용으로 판단됨."
214,EM197665,000007281929,"살수, 기화",지은이: 소서림,다이브,성남,9791124137406,813.7,813.7 소54살,ok,high,,,
215,EM197666,000007281930,삼도천 환생 고등학교,지은이: 범유진,다산책방,서울,9791130677576,813.7,813.7 범66삼,ok,high,,,
216,EM197667,000007281931,상처와 결별하기,지은이: 도종환,한길사,파주,9788935679263,814.7,814.7 도75상,ok,high,,,사서 힌트 813(소설)은 내용(산문집)과 불일치하여 814(수필)로 수정 분류함.
217,EM197668,000007281932,생활력,지은이: 박상수,난다,파주,9791124065624,818,818 박52생,ok,high,,,자관 세목 분포에 따라 수필(산문집)을 818로 분류함.
218,EM197669,000007281933,서울의 선인,지은이: 김호연,위즈덤하우스,서울,9791175910942,813.7,813.7 김95서,ok,high,,,
219,EM197670,000007281934,세부 속으로,지은이: 리디아 데이비스 ;옮긴이: 서제인,에트르,서울,9791199912304,844,844 데68세,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
